Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
FRS,Fire and Rescue Services,Station 35,M,65354.00,30782.76,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,65354.00,5410.16,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,65354.00,15700.90,0.00,F3
FRS,Fire and Rescue Services,Station 17,M,65354.00,17131.55,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,62241.00,9739.08,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,62241.00,4515.76,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,62241.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,65354.00,5206.69,0.00,F3
FRS,Fire and Rescue Services,Station 40,F,65354.00,8725.01,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,65354.00,5409.09,0.00,F3
FRS,Fire and Rescue Services,Emergency Communications Center (ECC),M,71890.00,44181.48,0.00,F4
FRS,Fire and Rescue Services,Station 16,M,65354.00,3220.65,0.00,F3
FRS,Fire and Rescue Services,Station 22,M,65354.00,75097.48,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,65354.00,459.18,0.00,F3
FRS,Fire and Rescue Services,Station 26,M,65354.00,2754.58,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,65354.00,471.32,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,62241.00,1428.48,0.00,F2
FRS,Fire and Rescue Services,Station 31,M,65354.00,55482.56,0.00,F3
FRS,Fire and Rescue Services,Fire Chief's Executive Office,M,139011.32,0.00,0.00,M3
FRS,Fire and Rescue Services,Station 23,M,54238.00,7770.97,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,56138.00,11097.52,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,50633.00,1990.88,0.00,F2
FRS,Fire and Rescue Services,Property and Supply,M,64510.28,232.62,0.00,17
FRS,Fire and Rescue Services,Station 12,M,79192.00,23343.95,0.00,F2
FRS,Fire and Rescue Services,Station 9,M,60137.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 6,M,63144.00,3491.31,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,63144.00,25710.32,0.00,F3
FRS,Fire and Rescue Services,Station 6,M,63144.00,6479.81,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,63144.00,5341.31,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,63144.00,28094.09,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,60137.00,758.97,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,63144.00,2988.60,0.00,F3
FRS,Fire and Rescue Services,Station 20,M,63144.00,81455.94,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,60137.00,10815.36,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,63144.00,6811.86,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,63144.00,34818.59,0.00,F3
FRS,Fire and Rescue Services,Station 4,M,63144.00,3149.78,0.00,F3
FRS,Fire and Rescue Services,Station 12,F,60137.00,5692.35,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,60137.00,7345.73,0.00,F2
FRS,Fire and Rescue Services,Station 19,M,63144.00,10473.88,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,63144.00,13493.89,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,63144.00,15579.02,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,63144.00,3515.77,0.00,F3
FRS,Fire and Rescue Services,Station 4,M,60137.00,8482.83,0.00,F2
FRS,Fire and Rescue Services,Station 13,M,63144.00,24383.55,0.00,F3
FRS,Fire and Rescue Services,Station 11,M,63144.00,37.95,0.00,F3
FRS,Fire and Rescue Services,Station 30,M,63144.00,6177.47,0.00,F3
FRS,Fire and Rescue Services,Station 34,M,63144.00,15900.54,0.00,F3
FRS,Fire and Rescue Services,Station 6,M,63144.00,13462.34,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,60137.00,10649.84,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,63144.00,14330.05,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,60137.00,578.27,0.00,F2
FRS,Fire and Rescue Services,Station 18,M,63144.00,22089.26,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,63144.00,9306.94,0.00,F3
FRS,Fire and Rescue Services,Station 26,M,63144.00,12893.13,0.00,F3
FRS,Fire and Rescue Services,Station 33,M,60137.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,60137.00,5445.42,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,63144.00,7001.54,0.00,F3
FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,109700.11,0.00,0.00,25
FRS,Fire and Rescue Services,Station 1,M,62241.00,16406.80,0.00,F2
FRS,Fire and Rescue Services,Station 25,F,56138.00,34040.25,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,F,48219.00,86.94,0.00,F1
FRS,Fire and Rescue Services,Station 32,M,58946.00,16710.13,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,56138.00,5465.61,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,56951.00,22719.79,0.00,F3
FRS,Fire and Rescue Services,Rescue 1,M,54238.00,18150.66,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,52403.00,13742.46,0.00,F2
FRS,Fire and Rescue Services,Fleet Operations,M,94500.54,21330.35,0.00,23
FRS,Fire and Rescue Services,Fleet Operations,M,75170.88,1314.61,0.00,20
FRS,Fire and Rescue Services,Training,M,105986.39,0.00,0.00,25
FRS,Fire and Rescue Services,Training,F,95892.44,0.00,0.00,25
FRS,Fire and Rescue Services,Internal Affairs,M,123419.93,0.00,0.00,M3
FRS,Fire and Rescue Services,Station 25,M,61008.00,1581.39,0.00,F3
FRS,Fire and Rescue Services,Recruit Training,F,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Information Technology,M,104803.58,0.00,0.00,26
FRS,Fire and Rescue Services,Station 33,M,54238.00,9593.53,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,54238.00,10712.70,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,8354.44,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,54238.00,11802.05,0.00,F2
FRS,Fire and Rescue Services,Station 40,M,52403.00,9013.04,0.00,F2
FRS,Fire and Rescue Services,Station 6,M,52403.00,12966.86,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,58946.00,51717.57,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,56138.00,41313.04,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,54238.00,391.16,0.00,F2
FRS,Fire and Rescue Services,Fleet Operations,M,59676.40,958.58,0.00,20
FRS,Fire and Rescue Services,Fleet Operations,M,74595.50,5256.16,0.00,20
FRS,Fire and Rescue Services,Station 15,M,56951.00,5394.83,0.00,F3
FRS,Fire and Rescue Services,Station 3,M,52403.00,844.04,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56951.00,14916.23,0.00,F3
FRS,Fire and Rescue Services,Self Contained Breathing Apparatus (SCBA) Shop,M,61638.79,5001.42,0.00,14
FRS,Fire and Rescue Services,Station 21,M,58946.00,2324.53,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,58946.00,10985.24,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,58946.00,16123.50,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,56138.00,5516.21,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,56138.00,2058.04,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,56138.00,5288.47,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,23177.91,0.00,F2
FRS,Fire and Rescue Services,Station 35,M,56138.00,13815.81,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,58946.00,28884.64,0.00,F3
FRS,Fire and Rescue Services,Station 40,M,56138.00,3155.54,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,58946.00,8396.79,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,58946.00,17868.99,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,52403.00,20857.68,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,58946.00,2604.65,0.00,F3
FRS,Fire and Rescue Services,Station 40,M,56138.00,9699.76,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,56138.00,1104.93,0.00,F2
FRS,Fire and Rescue Services,Station 13,M,56138.00,5448.74,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,58946.00,15347.00,0.00,F3
FRS,Fire and Rescue Services,Station 4,M,56138.00,624.16,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,58946.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Rescue 2,M,56138.00,15090.97,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,56138.00,6602.80,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56138.00,2673.51,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,58946.00,19898.35,0.00,F3
FRS,Fire and Rescue Services,Station 29,M,58946.00,10258.09,0.00,F3
FRS,Fire and Rescue Services,Station 20,M,58946.00,1503.06,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,56138.00,14143.79,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56138.00,3764.52,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,58946.00,16664.93,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,56138.00,13247.53,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,58946.00,1580.65,0.00,F3
FRS,Fire and Rescue Services,Station 31,M,56138.00,5794.56,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,58946.00,14443.61,0.00,F3
FRS,Fire and Rescue Services,Station 33,M,56138.00,16.87,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,56138.00,15578.64,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,58946.00,2364.17,0.00,F3
FRS,Fire and Rescue Services,Station 33,M,56138.00,4773.97,0.00,F2
FRS,Fire and Rescue Services,Station 3,M,58946.00,27080.48,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,56138.00,3103.92,0.00,F2
FRS,Fire and Rescue Services,Station 18,M,58946.00,36126.65,0.00,F3
FRS,Fire and Rescue Services,Station 7,M,58946.00,15813.15,0.00,F3
FRS,Fire and Rescue Services,Station 23,M,56138.00,1433.88,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,58946.00,29102.44,0.00,F3
FRS,Fire and Rescue Services,Station 12,M,58946.00,22242.99,0.00,F3
FRS,Fire and Rescue Services,Station 16,M,58946.00,9080.24,0.00,F3
FRS,Fire and Rescue Services,Station 25,M,56138.00,15571.25,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,56138.00,8953.09,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,58946.00,8317.07,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,56138.00,5558.37,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,58946.00,9337.75,0.00,F3
FRS,Fire and Rescue Services,Station 28,M,56138.00,2170.43,0.00,F2
FRS,Fire and Rescue Services,Station 5,M,58946.00,2281.96,0.00,F3
FRS,Fire and Rescue Services,Station 35,M,56138.00,1214.58,0.00,F2
FRS,Fire and Rescue Services,Station 11,M,58946.00,11437.29,0.00,F3
FRS,Fire and Rescue Services,Station 24,M,56138.00,20539.85,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,58946.00,16855.55,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,56138.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 5,M,58946.00,13678.58,0.00,F3
FRS,Fire and Rescue Services,Station 15,M,56138.00,14055.31,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 6,M,58104.00,25456.60,0.00,F2
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,81736.85,0.00,0.00,25
FRS,Fire and Rescue Services,Fleet Operations,M,61537.26,3437.23,0.00,16
FRS,Fire and Rescue Services,Station 16,M,52403.00,5537.36,0.00,F2
FRS,Fire and Rescue Services,Station 6,M,52403.00,13823.74,0.00,F2
FRS,Fire and Rescue Services,Station 23,F,50633.00,9533.11,0.00,F2
FRS,Fire and Rescue Services,Information Technology,M,96864.20,0.00,0.00,23
FRS,Fire and Rescue Services,Station 35,M,56951.00,5146.83,0.00,F3
FRS,Fire and Rescue Services,Station 2,M,54238.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,54238.00,96.74,0.00,F2
FRS,Fire and Rescue Services,Station 19,M,54238.00,782.28,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,54238.00,1370.79,0.00,F2
FRS,Fire and Rescue Services,Station 32,F,54238.00,399.31,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,54238.00,22558.74,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,11657.96,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,7322.13,0.00,F2
FRS,Fire and Rescue Services,Station 34,M,54238.00,6347.89,0.00,F2
FRS,Fire and Rescue Services,Station 29,M,54238.00,17976.23,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,54238.00,2914.66,0.00,F2
FRS,Fire and Rescue Services,Station 7,M,54238.00,784.73,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,54238.00,3063.93,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56951.00,4954.47,0.00,F3
FRS,Fire and Rescue Services,Station 10,F,54238.00,1877.58,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,54238.00,9348.02,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,56951.00,4643.21,0.00,F3
FRS,Fire and Rescue Services,Station 25,F,54238.00,3764.75,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,54238.00,9876.31,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,54238.00,10.76,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,9346.68,0.00,F2
FRS,Fire and Rescue Services,Station 40,M,54238.00,1002.31,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,56951.00,5867.12,0.00,F3
FRS,Fire and Rescue Services,Station 3,M,54238.00,3385.10,0.00,F2
FRS,Fire and Rescue Services,Community Risk Reduction,M,104592.56,0.00,0.00,25
FRS,Fire and Rescue Services,Station 28,M,54238.00,20084.06,0.00,F2
FRS,Fire and Rescue Services,Station 11,M,54238.00,130.39,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,54238.00,6692.81,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,54238.00,12182.46,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,54238.00,2412.04,0.00,F2
FRS,Fire and Rescue Services,Station 28,M,54238.00,6021.94,0.00,F2
FRS,Fire and Rescue Services,Station 16,M,54238.00,1140.83,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,54238.00,5679.70,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,54238.00,32.60,0.00,F2
FRS,Fire and Rescue Services,Station 11,M,54238.00,4815.93,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,54238.00,6062.69,0.00,F2
FRS,Fire and Rescue Services,Station 15,M,54238.00,10018.21,0.00,F2
FRS,Fire and Rescue Services,Station 28,M,54238.00,28598.87,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,54238.00,2151.28,0.00,F2
FRS,Fire and Rescue Services,Station 31,M,54238.00,1453.75,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,54238.00,15583.12,0.00,F2
FRS,Fire and Rescue Services,Station 13,M,54238.00,1530.72,0.00,F2
FRS,Fire and Rescue Services,Station 22,M,54238.00,3846.26,0.00,F2
FRS,Fire and Rescue Services,Station 14,M,54238.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,54238.00,3813.63,0.00,F2
FRS,Fire and Rescue Services,Station 5,M,54238.00,10715.57,0.00,F2
FRS,Fire and Rescue Services,Station 30,M,54238.00,0.00,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,54238.00,17232.95,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,54238.00,8450.27,0.00,F2
FRS,Fire and Rescue Services,Station 19,M,54238.00,2808.08,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,54238.00,4740.07,0.00,F2
FRS,Fire and Rescue Services,Training,F,105535.06,12373.84,0.00,25
FRS,Fire and Rescue Services,Station 17,M,52403.00,10969.98,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 23,M,50633.00,6575.37,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,52403.00,1291.21,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 3,F,52403.00,7652.76,0.00,F2
FRS,Fire and Rescue Services,Internal Affairs,M,90674.07,0.00,0.00,25
FRS,Fire and Rescue Services,Community Risk Reduction,M,88671.66,0.00,0.00,23
FRS,Fire and Rescue Services,Station 18,M,52403.00,1779.35,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,52403.00,5377.39,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,52403.00,10032.00,0.00,F2
FRS,Fire and Rescue Services,Station 28,M,52403.00,1716.37,0.00,F2
FRS,Fire and Rescue Services,Station 26,M,52403.00,7205.52,0.00,F2
FRS,Fire and Rescue Services,Station 21,F,52403.00,5574.25,0.00,F2
FRS,Fire and Rescue Services,Station 10,M,52403.00,12880.55,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,52403.00,13129.96,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,12266.40,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,105.23,0.00,F3
FRS,Fire and Rescue Services,Station 8,M,52403.00,5322.28,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,52403.00,12216.67,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,52403.00,10376.85,0.00,F2
FRS,Fire and Rescue Services,Station 3,F,52403.00,10412.43,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,52403.00,4003.34,0.00,F2
FRS,Fire and Rescue Services,Station 29,M,52403.00,3016.61,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,52403.00,16242.40,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,15.75,0.00,F2
FRS,Fire and Rescue Services,Fleet Operations,M,67040.16,918.61,0.00,16
FRS,Fire and Rescue Services,Station 1,M,52403.00,60.48,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,2076.31,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,2708.39,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,52403.00,8989.63,0.00,F2
FRS,Fire and Rescue Services,Rescue 2,F,52403.00,9120.98,0.00,F3
FRS,Fire and Rescue Services,Station 32,M,52403.00,834.57,0.00,F2
FRS,Fire and Rescue Services,Fleet Operations,M,63393.38,6286.32,0.00,20
FRS,Fire and Rescue Services,Station 18,M,52403.00,3464.20,0.00,F2
FRS,Fire and Rescue Services,Station 12,M,52403.00,14573.32,0.00,F2
FRS,Fire and Rescue Services,Station 21,M,52403.00,18122.52,0.00,F2
FRS,Fire and Rescue Services,Station 40,M,52403.00,5563.85,0.00,F2
FRS,Fire and Rescue Services,Station 9,F,52403.00,2818.59,0.00,F2
FRS,Fire and Rescue Services,Station 23,M,52403.00,10807.34,0.00,F2
FRS,Fire and Rescue Services,Station 22,F,52403.00,1511.64,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,52403.00,637.73,0.00,F2
FRS,Fire and Rescue Services,Station 25,F,52403.00,13861.66,0.00,F2
FRS,Fire and Rescue Services,Station 25,M,52403.00,4031.05,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,52403.00,3684.67,0.00,F2
FRS,Fire and Rescue Services,Station 19,M,52403.00,4849.87,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,52403.00,11463.29,0.00,F2
FRS,Fire and Rescue Services,Station 33,M,52403.00,5865.52,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,52403.00,1637.62,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,52403.00,1372.46,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,52403.00,1552.59,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,52403.00,3520.13,0.00,F2
FRS,Fire and Rescue Services,Station 8,F,52403.00,9464.21,0.00,F2
FRS,Fire and Rescue Services,Station 13,M,52403.00,738.96,0.00,F2
FRS,Fire and Rescue Services,Station 29,M,52403.00,1372.04,0.00,F2
FRS,Fire and Rescue Services,Station 9,M,52403.00,15581.00,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,0.00,0.00,F3
FRS,Fire and Rescue Services,Station 1,M,52403.00,6589.85,0.00,F2
FRS,Fire and Rescue Services,Station 2,M,50633.00,2150.26,0.00,F2
FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,F,56089.24,1516.60,0.00,18
FRS,Fire and Rescue Services,Fleet Operations,M,75170.88,3050.84,0.00,20
FRS,Fire and Rescue Services,Fire Chief's Executive Office,M,74080.13,0.00,0.00,18
FRS,Fire and Rescue Services,Field Recruits,M,50633.00,72.45,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,50633.00,7886.11,0.00,F2
FRS,Fire and Rescue Services,Station 32,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 35,F,50633.00,5655.28,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 2,M,50633.00,4858.39,0.00,F2
FRS,Fire and Rescue Services,Station 17,M,50633.00,1609.85,0.00,F2
FRS,Fire and Rescue Services,Station 8,M,50633.00,695.49,0.00,F2
FRS,Fire and Rescue Services,Station 4,M,50633.00,769.32,0.00,F2
FRS,Fire and Rescue Services,Field Recruits,M,48219.00,0.00,0.00,F1
FRS,Fire and Rescue Services,Station 21,M,50633.00,28.98,0.00,F2
FRS,Fire and Rescue Services,Station 1,M,50633.00,1789.49,0.00,F2
FRS,Fire and Rescue Services,Station 24,M,50633.00,999.80,0.00,F2
FRS,Fire and Rescue Services,Information Technology,F,111070.28,0.00,0.00,26
FRS,Fire and Rescue Services,Property and Supply,M,39366.25,851.82,0.00,7
FRS,Fire and Rescue Services,Field Recruits,M,50633.00,86.94,0.00,F2
FRS,Fire and Rescue Services,Recruit Training,M,48219.00,0.00,0.00,F3
